Tweet,Sentimen
"RT @Kini360: PENURUNAN KETARA
KES COVID19
BAGI YG SUDAH VAKSIN
.
PUTRAJAYA: Kes harian COVID-19 di negara ini mencatatkan penurunan dua har…",Positif
"RT @exourcesid: 210816 [🐧💬]

“Kalo bisa dapet vaksin, kamu harus vaksin ya”",Netral
"RT @syazwaniradz: Hi everyone can you help me out?

Sesiapa yang stay Negeri Sembilan dan Melaka, yang juga masih belum dapatkan vaksin can…",Netral
"@samsul29arif Untuk yg dosis 1 di umm, nanti dosis 2 nya tetap di umm tgl 20. Saya diinfokan begitu oleh pihak koramil. 
Mbanya sebelumnya nanya dosis 2 buat tgl 20, ya ada di umm. Tp jika vaksin 1 di jkt prosedurnya gmn sy kurang tau",Negatif
Wish me luck nanti mau vaksin kedua,Netral
@watermlown Lagi makan^^ mau vaksin jadi disuru makan:),Positif
"Studi Temukan Efek Samping Baru dari Vaksin Sinovac &amp; Pfizer

28 kasus Bell's Palsy setelah 452.000 org menerima suntikan CoronaVac Sinovac dosis pertama, dan 16 kasus setelah vaksin Pfizer/BioNtech terdeteksi dari lebih dari 537.000 orang.

https://t.co/OYC59HCaBx",Positif
"RT @SafirulAbuBakar: Hanya pilihanraya yang boleh menentukan siapa pilihan sebenar rakyat Malaysia

Selagi tak pilihanraya, kerajaan hanyal…",Positif
"RT @NaqibAhmd11: Kepada sesiapa yg dpt vaksin AZ dan suntikan kedua hanya dgn interval 2 minggu, sila ke helpdesk MySejahtera dan update da…",Netral
"@omeraece sebenernya sih mending cari yg offline aja deh, lebih enak sih. tinggal dateng ke tempat terus daftar, dikasih no antrian udah deh terus vaksin

soalnya gue dua kali begitu jadinya cepet. tapi gatau deh kalo online tuh lebih cepet apa gak",Positif
vaksin kedua sakit ga?,Negatif
"RT @syazwnr: Dah berbulan and masih dapat mesej, orang minta makan, susu anak. Minta bantuan duit anak sakit tak dapat nak hantar hospital.…",Netral
@Irmatazme @BaleBengong Ada di nari graha buat vaksin 1,Netral
@vickzblessed ha bar di vaksin speed e indihom nambah ngebut o ju,Netral
"@F_MiraJKT48 Baru bangun weh, mau otw vaksin nih 💉💪🏻",Netral
"@wdhnk @AdiPotlot23 @xcho_prasetyo @hendrarprihadi @PemkotSmg @humaspemkotsmg @dinkesjateng Infonya dinamis lur update tiap saat , per tadi malam beberapa sentra vaksinasi bisa melayani vaksin2 untuk umum (dari sentra vaksin lain). Jika memang syarat pada keterangan di Victori sesuai Monggo langsung ambil kupon",Negatif
vaksin kalo lagi dibawah pengaruh dikit gpp kan ye?,Negatif
@JJsjmnn Lagi dipaksain mau vaksin soalnya aksksk,Negatif
"@starwonie hari mau vaksin trs ke kampuss, tysm naa u too yaa !! have a great day 💘",Positif
@smileynonooo sudah ngantri vaksin,Netral
"Aku mau vaksin todaayyy smoga gaada gejala apa"" hehehhehe",Netral
"RT @abu_waras: Dunia Gempar! Disaat Negara Lain Sibuk Mikir Cupras Capres #Eh Vuksan Vaksin, Ternyata Orang2 Taliban Boro-Boro Pada Pakai M…",Negatif
"@schfess Lapor ke wali atau kepala sekolah nder, bilang kamu ga bisa ikut vaksin karena terhalang izin ortu. Di sekolahku kepala sekolah mau berkomunikasi sama ortu siswa biar dapat jalan terbaik. Soalnya gimana ya nder, ntar tatap muka kalau ga di vaksin kan agak ngeri sedap",Positif
@worksfess Rata-rata iya harus vaksin dulu. Kalaupun emang ga boleh vaksin setidaknya harus ada surat keterangan dari dokter.,Negatif
"@worksfess iya ad yg disuruh ngelampirin sertif vaksin tp ga semua, yg usaha usaha kecil ga harus ngelampirin sertif vaksin.",Negatif
Ayooo vaksin,Netral
"RT @kompascom: Jumlah 14 persen penduduk itu setara dengan 29 juta orang. Sementara, mereka yang telah mendapatkan suntikan dosis pertama m…",Positif
"Um! Gais hari ini aku jadwal vaksin kedua, tapi gk bisa hadir, bisa gak ya nanti vaksin keduanya di tempat lain?",Netral
@bertanyarl Jangan lupa abis vaksin kalo kerasa ga enak minum Paracetamol nder. Semangat vaksinnya. https://t.co/REkzOitgdH,Positif
"@sbyfess sek gak mood, sok mben ae tak vaksin lak sempet nder
btw malah aku wingi sempet crash karo wong tuo, yo goro"" vaksin iki. Aku di kongkon vaksin malah mbulet ae, aku percoyo dengan kondisi saiki kudune vaksin. Tapi aku sek gak mood nder wkwkwk",Netral
"yuk ikut vaksin segera #VaksinasiKuatkanImunitas  jgn sampe stok vaksinnya abis, ini kan  #IkhtiarAtasiPandemi di indonesia https://t.co/O1bRTOcNSq",Netral
"yuk ikut vaksin segera #VaksinasiKuatkanImunitas tubuh kita  jgn sampe stok vaksinnya abis, ini kan  #IkhtiarAtasiPandemi di indonesia raya https://t.co/6xyJ07rxjh",Netral
"saya sgt ksal, vaksin banyak yg nyelak barisnya",Negatif
"@AkimZone @HishammuddinH2O Yang dah beli guna duit negara berapa pula? Rakyat nak tahu yg tu.. 
Sampai terpaksa luluskan pindaan ke atas Akta Kumpulan Wang Amanah Negara (KWAN) utk beli vaksin.

Dlm parlimen hari tu tak bahas pun.",Negatif
"@sbyfess Soale golek vaksin dosis 1 iwuh, pas vaksin nk desoku aku ketepakan loro",Positif
"RT @KediriFess: Cah, tolong infonya dong, yang tahu vaksin di daerah pare dan sekitarnya di mana ya? please rep yg tahu",Netral
"TS @MuhyiddinYassin @MKNJPM Sebelum bersara, tinggalkan hadiah pada rakyat, izinkan rentas negeri utk yg dapat dua dos vaksin  tak kira di mana mereka berada.",Netral
"work! sekarang kalau masuk kerja harus vaksin dulu ya? aku lagi ngelamar kerja, tapi baru mau vaks!n bulan oct (krn +) dan vaks!n kedua mungkin baru di bulan januari",Positif
"aku vaksin hari senin kemarin, sampe sekarang tangan bekas disuntik masih sakit banget😭😭 gabisa diangkat tangan kiriku😫😫",Netral
@PT_Transjakarta Berarti dia ambil foto vaksin saya utk keperluan pribadi dong!,Netral
"RT @iniakuitiss: Setuju banget dgn Bapak @ganjarpranowo bahwa pada 10-20thn berikutnya Indonesia harus bisa bikin obat sendiri,vaksin sendi…",Positif
"eh iya mau vaksin anj, bisa bisanya mlh galau",Negatif
"RT @gheajhanaLee: Merdeka itu artinya.🤔
Bebas dari surat-surat 
1.Repit.
2.Sweb,
3.PCR
4.Vaksin 
 5.intimidasi &amp;
Kriminalisasi terhadap Ula…",Netral
"@convomfs lumayan sih, 3 apa 4 jam gt. kalo kata bokap sih, asalkan nanti sblm vaksin sarapan dlu, trus abis vaksin istirahat yg cukup. sama makan juga",Positif
G ad sekul tp vaksin aaaaaaaahhhhhh gila males bgt pgn lanjut tidur pls,Negatif
Cepat2 laaaaa kak ngah dan oboy dapat vaksin!!!!!,Positif
"mengapa tak ikut vaksin sekarang,  #VaksinasiKuatkanImunitas  lohhh! Barengan kita #IkhtiarAtasiPandemi di indonesia https://t.co/JnCDyzZFWy",Netral
"mengapa tak ikut vaksin sekarang,  #VaksinasiKuatkanImunitas tubuh kita  lohhh! Barengan kita #IkhtiarAtasiPandemi di indonesia raya https://t.co/ImNDAAVZPn",Netral
@mharisman Ayahku di Ngawi belum dapet vaksin sekampung. Kasiaaann huhu,Netral
RT @celotehdrmalar: Ibu hamil adalah berisiko tinggi mendapat COVID-19. Ibu dan bayi harus dilindungi sama seperti kita melindungi pesakit…,Positif
"Ya Allah padahal sabtu jadwal vaksin kedua, tapi sekarang malah tepar. Batuk pilek menyerang 😭😭😭",Netral
@sygfess Atau kalo kamu vaksinnya sinovac itung aja 28 hari setelah kamu vaksin,Netral
"Kuy vaksin gaes !!!

Ayo jadi agen pemutus rantai penyebaran Virus Covid-19 dengan memberi vaksin ke diri anda, bagi yang belum, bisa merapat ke DPD PDI Perjuangan Provinsi Jambi pagi ini sampe kelar.

Merdeka kan bangsa dari Pandemi

#PDIPerjuanganJambi https://t.co/aIBUc8788D",Netral
"@djony_edward Masalahnya dimana ? Pasang bendera loh, bukan upacara bendera, timbulkan kerumunannya dimana ? Antrian vaksin sampai desakan berjubel kok tak ada aparat yang ribut ? Siapa sebenarnya yang keberatan atas pemasangan bendera merah putih di PIK ini..?",Positif
"@omeraece gue daftar nya offline, jadi ke tempat nya dulu terus ngantri untuk daftar. pas nanya ""dok kalo telat dua minggu gpp nih?"" iya gpp katanya, yg jangan itu kalo belum waktu nya tapi udah mau vaksin ke dua itu gaboleh

iya dateng aja kalo emang offline",Negatif
"Jog kalo 3hari yg lalu abis demam (tapi demamnya karena sakit gigi), bisa tetap vaksin kan yaa? Demamnya jg ga sampe pilek/radang gitu",Negatif
"@yourholmess prnah dnger joks ibu2 she's said:""gpp ga di vaksin pemerintah, nnti juga di vaksin suami sndiri""like hell dude:/",Negatif
"Individu yang mengambil kedua-dua suntikan vaksin #COVID19 akan diberikan sijil vaksinasi. Berikut merupakan panduan menyemak sijil digital vaksinasi di aplikasi Mysejahtera.

Sumber : Jabatan Penerangan Malaysia https://t.co/PZMpnNMGEq",Netral
Ada jugek ghopenya member member done pfizer. Done vaksin sudah,Netral
@JAK101fm Alhamdullilah kabarnya masih sehat 🤗 meski lagi nunggu vaksin 😌 semoga semua penyiar jakfm juga selalu sehat selalu 🤲🏼 dan terus menghibur kita… Aamiin https://t.co/4XbUpiuxll,Positif
"Bes kalo 3hari yg lalu abis demam (tapi demamnya karena sakit gigi), bisa tetap vaksin kan yaa? Demamnya jg ga sampe pilek/radang gitu",Negatif
"jgn sia-siakan penyediaan vaksin gratis dari pemerintah ya, Cuma tinggal ikut  #VaksinasiKuatkanImunitas ko   #IkhtiarAtasiPandemi di indonesiac https://t.co/9efMMQO6IV",Positif
"jgn sia-siakan penyediaan vaksin gratis dari pemerintah ya, Cuma tinggal ikut  #VaksinasiKuatkanImunitas tubuh kita ko   #IkhtiarAtasiPandemi di indonesia rayac https://t.co/zykzF7hC1Q",Positif
"Jumlah 14 persen penduduk itu setara dengan 29 juta orang. Sementara, mereka yang telah mendapatkan suntikan dosis pertama mencapai 54 juta orang. https://t.co/xT5U6cYp7F",Positif
"Kapolsek Pajarakan melaksanakan giat pemantauan vaksinasi kepada penyandang disabilitas di gerai vaksin polri serta memberikan himbauan kamtibmas agar selalu mematuhi protokol kesehatan melalui 5M serta dukung upaya 3T dari pemerintah.

#AyoTaatiPPKM

#KemenPANRB
#PelayananPublik https://t.co/emkBjtTe3q",Negatif
"@aidi_ezzhar Disebabkan PPIM, mak cik saya terjebak tidak ambil vaksin. Anak dia penyokong PPIM. 

Mak cik umur 63 dengan penyakit. Mak saya pujuk,tegur dll, dia masih tak nak ambil sbb PPIM cakap vaksin tidak selamat.

Kenapalah mereka membahayakan nyawa orang lain.",Negatif
"Anti vaksin itu tak berbatasan tempat dan waktu
https://t.co/uLilZq6fFu",Netral
HARI INI AKU VAKSIN KE 2🙀😻😍😔,Netral
Setiap mau vaksin pasti haid😓,Netral
Mekaceh smlm layan i lepas vaksin.. x payah masak.. bawa jalan2.. makan sekerem.. pastu mlm beli burger plak huhu. Hrini x larat masak lg.. badan skit2 https://t.co/IiZd5QB21j,Netral
hari ini aku mau disuntik vaksin ke-3 jhsbshabhsbsbjs doain 💪🏼😆,Netral
"Takda orang jual plastic wrap untuk kad vaksin ke, macam plastic wrap ic, buku. Kan tahan lama kad nyaa lawa gitu. Boleh la letak kat dompet pastu show off time nak masuk mall",Positif
"Gubernur Jatim berharap dengan adanya suntik vaksin sinovac, 1500 vaksin segera cepat terselesaikan.",Netral
@sbyfess Kalo setelah vaksin 1 sempet positif ya mundur 3 bulan,Positif
@icexolatte libur hihii soalnya lg buat vaksin,Netral
Ye tau lah keluarga Kau ramai sampai sepupu cousin semua dduk dlm satu rumah ... but Jaga lah diri sendiri tu ... vaksin untk Kau pun blom dpt lagi .. ni tau tau Kau dh kena dduk hospital sbb kena covid... org surh dduk umah Kau lepak sana sini ... pastu nyesal😑,Netral
"met pagiii 👋🏻
hari ini ku mau vaksin ke2 yeyeyeye",Netral
"@convomfs aku tidur 2 jam apa 3 jam doang kemaren pas mau vaksin, untung gapapa &lt;/3",Positif
Vaksin astra skrg udah bisa buat umur dibawah 30th kah??,Netral
Studi Temukan Efek Samping Baru dari Vaksin Sinovac &amp; Pfizer https://t.co/QEoL8Y8KsF,Positif
apa bnget gue lagi vaksin tapi ktanya hrus tetep ngikutin pjj,Netral
"@convomf astra tuh biasanya meriang nder, karna kan lbh kuat gt, tp pas itu kakak ku abis vaksin pas pulang lgsg minum paracetamol gt",Positif
hari ini aku vaksin dosis kedua yuhuu,Netral
info vaksin Balikpapan untuk KTP luar Balikpapan dong tolong :(,Negatif
Gatau sehabis vaksin malah gabisa tidur anjrot,Netral
🤍 kalian pas sebelum vaksin pada tidur jam berapa? aku mau vaksin hari ini tapi semalem tidur jam 12 huhuhu abisnya beneran susah banget tidur,Positif
"@convomf Aku vaksin pertama demam 3 hari, vaksin ke 2 pegel2 trus di tulang belikatku sakitttt",Positif
"RT @ganjarpranowo: Bapak ibu sedulur2ku kabeh, mohon maaf. Untuk sentra vaksin di gedung Gradhika Semarang hanya untuk lansia. Informasi yg…",Netral
"Selain suntikan vaksin , sekarang yg sangat urgent bagi gw &amp; warga yg lain adalah suntikan dana ,bukan begitu lih !!!",Positif
"@mezdut @KawalCOVID19 @KATADATAcoid mjb kak, sekarang udah dapet belum ya vaksin nya? soalnya keluarga saya yang di Balikpapan lagi butuh bgt, tapi mereka KTP luar Balikpapan semua, udah nyari info belum ketemu"" :(",Negatif
"Bapak/ibu dinkes jatim saya mohon anak saya sudah 3 bulan blm mendapatkan vaksin Dpt 1 Polio 2, mohon kebijaksanaannya. Karena vaksin bayi juga PENTING! 😭",Netral
@ecansipudu semangat vaksin!!,Netral
"@jantungpiisang Langsung istirahat setelah vaksin booster dokter 😁... semoga efek samping minimal, kekebalan terbentuk dengan baik dok 🙏",Negatif
"Yuk Kita Simak ,
Mengapa Harus pakai masker setelah vaksin ? https://t.co/KeOMwkySt3",Netral
"RT @thepatriotsasia: ""Virus ini tidak memilih, bila tiba masanya, akan datang ke gua saya juga,"" ulasnya ketika mengambil vaksin.

https://…",Netral
@mohmahfudmd Siap siap vaksin lagi ini,Positif
"@chocoicecream_ Nggak apa apa, Alhamdulillah dikantorku kelar vaksin sinovac aman terkendali semua. Palingan kami tidur, efek vaksin pas puasa mungkjn jd banyak yg terlelap kelar vaksin hahah",Positif
"@sbyfess Bantu jawab, persyaratan ribet (terutama buat yg non-lokal), puskesmas kecamatan tdk ada follow up padahal udh daftar sesuai ketentuan, vaksin massal tdk memenuhi standar prokes (ramai berdempetan), penyebaran program vaksin kurang merata dgn perbandingan penduduk yg masif, cmiiw",Negatif
Funny. Dengan tweet kecam macam ni beribu RT. Patut lah ramai anti vaksin dan ramai terkebelakang. https://t.co/ZDioUxun2k,Positif
RT @svrdxan: Info vaksin domisili batu @infobatu @infomalang https://t.co/ea6yKmN93D,Netral
@convomf abis vaksin terus panas sehari,Netral
"@__Sridiana_3va MERDEKA adalah Ketika engkau pergi ke pulau2 NKRI tidak membebani Tambahan biaya PCR dan Antigen... Udah di Vaksin, proKes... Bisnis for Money seperti nya Kurang Sehat...",Negatif
RT @aerletha: @tubirfess Jelasin tujuan vaksin ke antivax juga aint worth our time,Positif
nanti vaksin kok ku deg-degan:( deg-degan boleh apa engga yaaa:(,Negatif
"Hari ini vaksin ke 3...
Teman-teman bilang pada demam,sendi pada sakit terus lengan juga sakit...
Padahal besok sama jumat pagi tindakan udah terjadwal...
Aku kudu piye iki...
😩😩😔😔🤔🤔",Negatif
Say! Cara ngeliat jadwal vaksin kedua gimana sih? Kartu vaksin ku ilang cuma ada sertifikatnya 🙏,Netral
"@AfifieRikza @txtbpn mjb kak, sekarang udah dapet belum ya vaksin nya?",Netral
"@Khoir_lfc @vierda Aku setuju sama mas khoir ini, bill gates emang bikin chip di dalam vaksin, tujuannya ya ga lain dan ga bukan ya ngitung orang orang seperti mas khoir ini. Alias buat ngitungin jumlah orang yang tololnya kebangetan",Negatif
RT @m00ncherry: Guys aku vaksin astra tgl 16 agustus. Katanya 3 bulan utk vaksin kedua. Tapi jadwal vaksin keduaku kok 8 oktober ya? Ada ya…,Netral
"Betul la kata nana. Kalau mimpi nak dpt vaksin, maksudnya dah nak dapat la tu 😭😭🤣🤣",Positif
"@bitchinmiliven Engga nie, tapi vaksin. Hbu??",Netral
@aliusmancaniago @mohmahfudmd Alasannya kenapa pak dengan anak pian umur 7 thn? Harus ada sertifikat vaksin jg kah?,Positif
Klian kl vaksin kbm ttp jalan gk?,Netral
"Cah, tolong infonya dong, yang tahu vaksin di daerah pare dan sekitarnya di mana ya? please rep yg tahu",Netral
"RT @diru_saputra: Pakar vaksin terkemuka Prancis Profesor Christian Perronne: ""Orang yang divaksinasi berbahaya dan harus diisolasi dari ma…",Negatif
"Met pagi, dr aku yang mo vaksin ke2 hari inii 🥳",Netral
"hari ini vaksin ke 2 🤸🏼‍♀️ 
kata orang orang jauh lebih nyeri🤲🏼
):@/)%{+{%{+&gt;~¥\",Positif
"@JUY0NIEFILE kmu jugaa yaa , semangatt vaksin nyaa",Netral
Told you locals kpoppies are weird 😭 cepat la kes covid turun bagi diorang vaksin and bukak sekolah bagi budak2 refresh sikit otak 💀 https://t.co/ABDDqRtbhR,Negatif
Guys aku vaksin astra tgl 16 agustus. Katanya 3 bulan utk vaksin kedua. Tapi jadwal vaksin keduaku kok 8 oktober ya? Ada yang bisa jelasin?,Netral
makin kuat dengan vaksin karna   #VaksinasiKuatkanImunitas tubuh kita  #IkhtiarAtasiPandemi di indonesia raya semoga corona segera usai https://t.co/mKU4NmZ6to,Netral
makin kuat dengan vaksin karna   #VaksinasiKuatkanImunitas  #IkhtiarAtasiPandemi di indonesia semoga corona segera usai https://t.co/f7Xxly32DL,Netral
Vaksin pertama kemaren sakit bgt…. Padahal biasanya ga sakit klo disuntik.. jujur jdi takut nanti wkwkwkak,Negatif
@convomf Lagi meratapi nasib gabisa vaksin karna belum swit sepentin https://t.co/dFJ59UUKva,Negatif
"RT @JPenerangan: KESAN SAMPINGAN | IVERMECTIN | COVID-19

Hasil kajian klinikal tidak mencukupi untuk membuktikan bahawa Ivermectin boleh m…",Netral
"RT @katzen_jammer: Merdeka apanya?? 

Merdeka koq naik pesawat harus ada sertifikat vaksin (plus PCR).. 
Merdeka koq naik Transjakarta haru…",Netral
"https://t.co/T6OY9t1Nkm

Per 17 Agustus 2021, DKI Jakarta mulai menyuntikkan vaksin Moderna untuk umum alias non nakes. Penyuntikan dilakukan di sejumlah lokasi dengan beberapa syarat.",Netral
RT @JPenerangan: Individu yang mengambil kedua-dua suntikan vaksin COVID-19 akan diberikan sijil vaksinasi. Berikut merupakan panduan menye…,Netral
Dhlah esok nk gi vaksin arghhhhhh harini terseliuh pulakkk,Netral
RT @BeautMy: Korang yg pregnant (x kisah gestational age berapa) boleh walk-in vaksin kat PPV MMU Cyberjaya. Semalam saya walk-in kata preg…,Positif
"@chocoicecream_ Ayo skrng vaksinnya moderna, kata pihak puskesmas efek kelar vaksin kaya bayi kelar imunisasi. Panas, demam tinggi lalu kejang haha",Positif
Ngantri buat dapet bagian nomor antrean bank udah kayak antri vaksin. Kaga ada prokes2 nya wkwkwk,Netral
morning mart.. walaupun tak tido lg.. cucuk vaksin mart harini..,Netral
"RT @Catshaker85: Hi, nak tahu vaksin korang dari negara mana? (Untuk AZ, Pfizer &amp; Sinovac)",Netral
vaksin itu penting bisa tingkatkan herd imunity jga kan  #VaksinasiKuatkanImunitas tubuh kita   bantu  negeri #IkhtiarAtasiPandemi di indonesia raya biar cepat berakhir https://t.co/uqbzsFsvFo,Positif
vaksin itu penting bisa tingkatkan herd imunity jga kan  #VaksinasiKuatkanImunitas   bantu  negeri #IkhtiarAtasiPandemi di indonesia biar cepat berakhir https://t.co/1RmBysNlJ5,Positif
RT @aafaizli: Tiada siapa yg selamat sehingga semua selamat. Penglibatan NGO Kesihatan di bawah PICK yg dilaksanakan @ProtectHealthCo adala…,Positif
@sedikitbadut Km  Dah vaksin ya 😠,Netral
@becakdahyung Belum vaksin anyingg kwkwkw,Netral
@convomfs Vaksin kedua,Netral
Hari ini aku vaksin 😱😱,Netral
bila dh dpt date vaksin ni semak pulak rasa banyak noti suruh check mysejahtera. Aku tunggu lama2 kemain tkde ape eh eii,Positif
setidaknya vaksin kan bisa mencegah dari gejala berat  #VaksinasiKuatkanImunitas biar bantu   #IkhtiarAtasiPandemi di indonesia https://t.co/GwQX2WucRg,Negatif
setidaknya vaksin kan bisa mencegah dari gejala berat  #VaksinasiKuatkanImunitas tubuh kita biar bantu   #IkhtiarAtasiPandemi di indonesia raya https://t.co/nILZrTGya2,Negatif
"@omeraece dateng aja, gue bahkan telat 14 hari dari yg seharusnya di jadwalin

vax ke dua gue harusnya tgl 30 july tapi baru vaksin nya malah tgl 14 agustus karena kelupaan",Negatif
@BuKasunNdeso lah tante dokternya aja sounding vaksin terus2an  mbaa .. kok suruh org merdeka..modus wkwkwk😂😂😂,Netral
Hari ini mau vaksin keduaa. Males ngantrinyaa😭,Netral
harusnya besok vaksin tapi jadinya lusa gara gara lagi UH,Netral
@Ikahidayatt 😂😂😂😂  sehat selalu  dah di vaksin belum   ?,Positif
@PutriAndhini08 @CommuterLine Klo yg belum di vaksin gimana? karena satu dan lain hal belum boleh vaksin ?,Netral
"Pagi pagi kepikiran
Disini kan antrian vaksin susah ya, membludak
Apa harus ke jawa bali aja kali ya biar dapat vaksin",Negatif
coba deh kenali dulu lebih jauh vaksin #VaksinasiKuatkanImunitas tubuh kita pasti gk nyesel  #IkhtiarAtasiPandemi di indonesia raya https://t.co/uPM0yto8Jz,Positif
coba deh kenali dulu lebih jauh vaksin #VaksinasiKuatkanImunitas pasti gk nyesel  #IkhtiarAtasiPandemi di indonesia https://t.co/CN8KIn1wy2,Positif
ini gue mau ada vaksin....??,Netral
"""Lebih sakit dicubit dipa daripada suntik vaksin""
Terngiang-ngiang terus di telinga hahaha",Negatif
Kamu ndang vaksin o ben kita bisa maen bareng zzz,Netral
gmn tensi gua ya mo vaksin ni org bawaan begadang terus,Negatif
@BNI apakah ke teller harus membawa surat vaksin?,Netral
Hari ni appointment kat KK dengan jumpak pakar . Esok vaksin. Jangan tetiba nak cucuk kancing gigi hari ni. Jumaat satgi aku jadi udang 😅,Netral
@null Hanya penerima vaksin COVID-19 boleh guna kemudahan bandar Langkah ini bertujuan  https://t.co/7iu1Ym8iNv,Netral
"RT @wedwedwed: PPKM diperpanjang.

Siapa pun yang membutuhkan jasa fotografer, silakan hubungi saya. Saya sudah kehabisan uang jadi saya me…",Netral
RT @Irmatazme: @BaleBengong min ada info vaksin astra g ya? Susah bgt nyarinya.,Negatif
"RT @behindcovid19: WHO mengubah teks tentang vaksin untuk anak-anak:

Sebelum 23 Juni 2021:
 ""Anak-anak tidak boleh divaksinasi untuk saat…",Netral
Jadwal dan Daftar Peserta Vaksin Merdeka Candi Polres Magelang Hari Ini (18/8/2021) https://t.co/NnHP8tYXA0,Netral
"Sekurang-kurangnya 5.2 daripada 8.8 juta penduduk di New York telah mendapat sekurang-kurangnya satu dos vaksin.

#AWANInews #AWANIpagi #HapusCOVID19

https://t.co/WIJbTDL2Tv",Negatif
"@schfess kerabat ortu km blm ad yg covid kali, makanya smoe mikir gt, gw vaksin dosis 1 sama 2 aja alhamdulillah gapapa",Netral
"@Askrlfess Aku 2 kali vaksin pas haid nder, Alhamdulillah aman aja",Positif
@karoosel Vaksin ke 2 gofood gacoan,Netral
@Askrlfess gapa kok kemarin aku vaksin pas haid. tapi makan dulu ya biar tensinya ga rendah banget,Positif
aku kapan vaksin deh,Netral
"RT @Nutrisi_Bangsa: Selain memenuhi kebutuhan nutrisi, Sahabat juga harus tidur cukup, hindari minuman beralkohol, dan jangan olahraga terl…",Negatif
"@Askrlfess tergantung kayaknya sih nder.. kalo haid kamu biasa aja, nggak yg sampe sakit banget sampe lemes gitu kayaknya gapapa. yg penting kamu ngerasa fit, boleh vaksin",Positif
"RT @Nutrisi_Bangsa: Bagi Sahabat yang sudah mendaftar dan akan mendapatkan dosis pertama maupun kedua, penting bagi kalian untuk memenuhi k…",Positif
"@sbyfess Tunggu 3 bln setelah trkhirr masa isoman dlu ya nder, vaksinnya ga bakal abis kok. Minta kontak puskesmas terdekat aja, biasanya bbrp minggu sekali puskesmas rutin ngadain vaksin kok.",Negatif
jadi gk ada alasan untuk takut vaksin lagi kan  #VaksinasiKuatkanImunitas masa gk mau bantu negeri  #IkhtiarAtasiPandemi di indonesia https://t.co/F8yCsYNDJU,Netral
jadi gk ada alasan untuk takut vaksin lagi kan  #VaksinasiKuatkanImunitas tubuh kita masa gk mau bantu negeri  #IkhtiarAtasiPandemi di indonesia raya https://t.co/v6z3VHqBuU,Negatif
"PPIM : Kami bukan anti vaksin. Kami cuma pro safety mencari vaksin yang terbaik untuk menangani COVID.

Dan juga PPIM : https://t.co/gC3LyaroVi",Positif
"Para ketua RW, relawan tenaga kesehatan (nakes), dan relawan nonnakes pun diberikan penghargaan. https://t.co/BEcIiFLwJy",Netral
"@TokopediaCare masa yang begini jadi masalah sih, itu kan watermark brandnya bukan punya toko lain. Jelas  dijudul sudah saya tulis brandnya sama tipe. Okelah cetak kartu vaksin dilarang susah saya hapus juga. Tapi ini agak aneh jelas dijudul iklan itu brand sama tipe saya tulis. https://t.co/woPzySQ9H7",Positif
Jog kalo sakit gigi tetep bisa vaksin ga ya?,Netral
RT @Ndons_Back: Ini alurnya jika sertifikat vaksin atau ada kendala data bermasalah. Dari awal orang mendaftar untuk vaksin sudah memasukan…,Netral
RT @SelamatrahmatT: Allahuakbar demi Allah kekdg tokmat berfikir nk habis kn nyawa tokmat dgn cr yg tak baik.Tokmat btl2 kecewa sbb masih t…,Negatif
Bes kalo sakit gigi tetep bisa vaksin ga ya?,Netral
"Dan Vaksin kita masih 24 persen dari 815 ribu, Katakan kalau 25%, ya ada sekitar 200 ribu.",Netral
@Agustina_DJ7 Aamiin. Semoga dgn semangat kemerdekaan kita semua semangat jg mengejar herd immunity dgn segera vaksin,Netral
"Hanya pilihanraya yang boleh menentukan siapa pilihan sebenar rakyat Malaysia

Selagi tak pilihanraya, kerajaan hanyalah permainan numbers di kalangan ahli parlimen

Kekal disiplin, jaga diri &amp; keluarga, ikut SOP, vaksin, bantu yg memerlukan jika mampu, berdoa dan tawakal

🤲❤️🇲🇾",Negatif
meskipun wfh juga sempatkan vaksin ya #VaksinasiKuatkanImunitas bantu bersama   #IkhtiarAtasiPandemi di indonesia https://t.co/wQP1Dpdu7o,Positif
meskipun wfh juga sempatkan vaksin ya #VaksinasiKuatkanImunitas tubuh kita bantu bersama   #IkhtiarAtasiPandemi di indonesia raya https://t.co/UtgNB2g5Mp,Netral
"Hari ini vaksin deg2an bgt jir, takut jarum aduhh",Negatif
"Orang lepas vaksin kena rehat, yang aku buat tu buat ni😪Entahlah. Penat lagi memenatkan. Pening lagi memeningkan. Hilang segala kudrat dan tenaga 🙂",Netral
@mouldie_sep Infonya lewat sini Moul. https://t.co/UutprcTLSr,Netral
Efek vaksin masih berasa dibadan😖,Netral
"Harap semua ahli keluarga kat Ipoh tu sihat. Alhamdullilah semua pun dah vaksin..
Itu yg bagus pakcik makcik aku ni.. Semua follow..

Semoga keluarga kami dn rakyat msia dilindungi dr sebarang wabak
Aminn.",Positif
"kalo gk bisa weekday ada ko jadwal vaksin weeken, yukk luangkan  #VaksinasiKuatkanImunitas lohhh  #IkhtiarAtasiPandemi di indonesia https://t.co/LhXQMyOzqk",Netral
"kalo gk bisa weekday ada ko jadwal vaksin weeken, yukk luangkan  #VaksinasiKuatkanImunitas tubuh kita lohhh  #IkhtiarAtasiPandemi di indonesia raya https://t.co/4oPaYV6iDT",Netral
